first_transaction_amount,time_to_first_txn,loc_hmg_coeff_0.25,loc_hmg_coeff_0.5,loc_hmg_coeff_0.75,loc_hmg_coeff_1.0,org_fraud_prevalence
1498.0,552,0.0,0.0,0.0,1.0,0.0438871473354
87.4,32,0.0,0.0,1.0,0.0,0.0246470983643
45.0,22,0.0,1.0,0.0,0.0,0.0466666666667
40.0,206,0.0,0.0,0.0,1.0,0.0240760923412
61.25,632,0.0,0.0,0.0,1.0,0.0246470983643
350.0,18,0.0,0.0,0.0,1.0,0.0196850393701
1.0,8,0.0,0.0,0.0,1.0,0.0252763094666
850.0,8,0.0,0.0,0.0,1.0,0.0172359266287
1.0,10,0.0,1.0,0.0,0.0,0.0240760923412
1.0,0,0.0,0.0,0.0,1.0,0.0240760923412
1.0,7,0.0,0.0,0.0,1.0,0.0240760923412
100.0,119,0.0,0.0,0.0,1.0,0.0246470983643
66.19,222,0.0,0.0,0.0,1.0,0.0241172898412
1.0,5,0.0,1.0,0.0,0.0,0.0240760923412
2.5,31,0.0,0.0,0.0,1.0,0.0688935281837
1.0,6,0.0,1.0,0.0,0.0,0.0466666666667
5.0,0,0.0,0.0,0.0,1.0,0.0252763094666
10.0,0,0.0,0.0,0.0,1.0,0.0244435612083
250.0,11,0.0,0.0,0.0,1.0,0.0246470983643
1.0,6,0.0,0.0,0.0,1.0,0.0246470983643
0.9,15,0.0,0.0,0.0,1.0,0.0
354.0,63,0.0,0.0,0.0,1.0,0.0293785310734
1.0,5,0.0,0.0,0.0,1.0,0.0270162892332
0.01,486,0.0,0.0,0.0,1.0,0.0252763094666
5.0,3,0.0,0.0,0.0,1.0,0.0226492793411
0.01,6,0.0,0.0,0.0,1.0,0.0246470983643
10.0,6,0.0,0.0,0.0,1.0,0.0172359266287
1.0,5,0.0,0.0,0.0,1.0,0.0466666666667
5.0,4,0.0,0.0,0.0,1.0,0.0210030004286
10.0,33,0.0,0.0,1.0,0.0,0.0240760923412
1.0,0,0.0,1.0,0.0,0.0,0.0240760923412
0.01,0,0.0,1.0,0.0,0.0,0.0386473429952
50.0,232,0.0,0.0,1.0,0.0,0.0246470983643
96.67,2,0.0,0.0,0.0,1.0,0.0226492793411
390.0,12,0.0,0.0,0.0,1.0,0.0266931055522
1.0,3,0.0,0.0,0.0,1.0,0.0244435612083
150.0,25,0.0,0.0,0.0,1.0,0.0314960629921
10.0,386,0.0,0.0,0.0,1.0,0.0241172898412
1.0,7,0.0,0.0,0.0,1.0,0.0172359266287
1.2,7,0.0,0.0,1.0,0.0,0.0241172898412
20.0,731,0.0,0.0,0.0,1.0,0.0266931055522
1.0,12,0.0,0.0,0.0,1.0,0.0246470983643
15.0,30,0.0,0.0,0.0,1.0,0.0241172898412
2375.0,356,0.0,0.0,1.0,0.0,0.0246470983643
35.25,347,0.0,0.0,0.0,1.0,0.0266931055522
1.0,2,0.0,0.0,0.0,1.0,0.0246470983643
1.0,10,0.0,0.0,0.0,1.0,0.0244435612083
2.0,36,0.0,0.0,0.0,1.0,0.0
0.84,884,0.0,0.0,0.0,1.0,0.0246470983643
26.66,5,0.0,0.0,0.0,1.0,0.0244435612083
2800.0,27,0.0,0.0,0.0,1.0,0.0293785310734
0.25,5,0.0,0.0,0.0,1.0,0.0266931055522
1395.85,601,0.0,0.0,0.0,1.0,0.0246470983643
1.0,5,0.0,0.0,0.0,1.0,0.0178389398573
177.28,210,0.0,0.0,0.0,1.0,0.0244435612083
850.0,83,0.0,0.0,0.0,1.0,0.0293785310734
0.25,0,0.0,1.0,0.0,0.0,0.0240760923412
90.5,33,0.0,0.0,1.0,0.0,0.0172359266287
100.0,15,0.0,0.0,0.0,1.0,0.0688935281837
60.0,1,0.0,0.0,0.0,1.0,0.0270162892332
1.0,0,0.0,0.0,0.0,1.0,0.0246470983643
1.0,57,0.0,1.0,0.0,0.0,0.0252763094666
232.0,46,1.0,0.0,0.0,0.0,0.0293785310734
615.3,13,0.0,0.0,0.0,1.0,0.0241172898412
500.0,7,0.0,0.0,0.0,1.0,0.0266931055522
145.0,0,0.0,0.0,0.0,1.0,1.0
299.41,41,0.0,0.0,0.0,1.0,0.0252763094666
2104.43,18,0.0,0.0,0.0,1.0,0.0246470983643
50.0,3,0.0,0.0,0.0,1.0,0.0226492793411
1.0,25,0.0,0.0,0.0,1.0,0.0246470983643
0.25,5,0.0,0.0,0.0,1.0,0.0246470983643
130.0,16,0.0,0.0,0.0,1.0,0.0246470983643
10.0,0,0.0,0.0,0.0,1.0,0.0240760923412
1.0,8,0.0,0.0,0.0,1.0,0.0293785310734
63.6,11,0.0,0.0,0.0,1.0,0.0284090909091
2.0,20,0.0,0.0,0.0,1.0,0.0210030004286
33.75,1,0.0,0.0,1.0,0.0,0.0207939508507
136.0,0,0.0,0.0,0.0,1.0,0.0222222222222
15.0,15,0.0,0.0,0.0,1.0,0.0240760923412
150.0,162,0.0,0.0,0.0,1.0,0.0172359266287
21.65,11,0.0,1.0,0.0,0.0,0.0240760923412
20.0,0,0.0,1.0,0.0,0.0,0.0240760923412
5.0,19,0.0,0.0,0.0,1.0,0.0266931055522
1.0,14,0.0,0.0,1.0,0.0,0.0178389398573
109.2,33,0.0,0.0,0.0,1.0,0.0246470983643
6.45,2,0.0,0.0,0.0,1.0,0.0186335403727
750.0,2,0.0,0.0,0.0,1.0,0.0240760923412
122.0,24,0.0,0.0,0.0,1.0,0.0
75.0,189,0.0,0.0,0.0,1.0,0.0316455696203
1.0,6,0.0,0.0,0.0,1.0,0.0172359266287
1.1,117,1.0,0.0,0.0,0.0,0.0240760923412
0.01,6,0.0,0.0,0.0,1.0,0.0266931055522
725.0,1,0.0,0.0,0.0,1.0,0.0246470983643
560.0,21,0.0,0.0,1.0,0.0,0.0241172898412
100.0,69,0.0,0.0,0.0,1.0,0.0246470983643
35.0,2,0.0,0.0,1.0,0.0,0.0
80.0,25,0.0,0.0,0.0,1.0,1.0
2732.0,1,0.0,1.0,0.0,0.0,0.0240760923412
5.0,4,0.0,0.0,0.0,1.0,0.0293785310734
1.15,7,0.0,0.0,0.0,1.0,0.0241172898412
159.75,77,0.0,0.0,0.0,1.0,0.0252763094666
200.0,14,0.0,0.0,0.0,1.0,0.0512820512821
796.0,0,0.0,0.0,0.0,1.0,0.0252763094666
78.0,34,0.0,0.0,1.0,0.0,0.0241172898412
138.78,2,0.0,0.0,1.0,0.0,0.0252763094666
38.82,1,0.0,0.0,0.0,1.0,0.0438871473354
350.68,194,0.0,0.0,0.0,1.0,0.0246470983643
1.0,0,0.0,0.0,0.0,1.0,0.0438871473354
0.2,0,0.0,0.0,0.0,1.0,0.0
43.0,7,0.0,0.0,0.0,1.0,0.0241172898412
375.0,2,0.0,1.0,0.0,0.0,0.0240760923412
19.0,5,0.0,0.0,0.0,1.0,0.0466666666667
425.0,62,0.0,0.0,0.0,1.0,0.0241172898412
8.0,31,0.0,1.0,0.0,0.0,0.0240760923412
1000.0,0,0.0,0.0,0.0,1.0,0.0252763094666
270.63,192,0.0,0.0,0.0,1.0,0.0241172898412
3137.5,14,0.0,0.0,1.0,0.0,0.0252763094666
1.07,0,0.0,0.0,0.0,1.0,0.0240760923412
95.0,6,0.0,0.0,0.0,1.0,0.0240760923412
1.0,7,0.0,0.0,0.0,1.0,0.0293785310734
30.0,18,0.0,0.0,0.0,1.0,0.0172359266287
145.5,4,0.0,0.0,1.0,0.0,0.0246470983643
33.42,27,0.0,0.0,0.0,1.0,0.0
0.27,7,0.0,1.0,0.0,0.0,0.10119047619
1.0,13,0.0,0.0,0.0,1.0,0.0244435612083
60.0,202,0.0,0.0,0.0,1.0,0.083615819209
120.0,0,0.0,0.0,0.0,1.0,0.0246470983643
200.0,10,0.0,0.0,0.0,1.0,0.0172359266287
419.0,0,0.0,0.0,1.0,0.0,0.0246470983643
200.0,381,0.0,0.0,0.0,1.0,0.0241172898412
25.0,157,0.0,0.0,0.0,1.0,0.0283018867925
0.01,0,0.0,0.0,0.0,1.0,0.0
36.23,6,0.0,0.0,0.0,1.0,0.0715048025614
300.0,231,0.0,0.0,0.0,1.0,0.0172359266287
5.0,1,0.0,0.0,0.0,1.0,0.0246470983643
4945.0,11,0.0,0.0,0.0,1.0,0.0226492793411
2.0,16,0.0,0.0,0.0,1.0,0.0244435612083
133.92,8,0.0,0.0,0.0,1.0,0.0540540540541
0.01,0,0.0,0.0,0.0,1.0,0.0293785310734
110.0,13,0.0,0.0,0.0,1.0,0.0246470983643
50.0,40,0.0,0.0,1.0,0.0,0.0246470983643
1.0,0,0.0,0.0,0.0,1.0,0.0240760923412
0.01,0,0.0,0.0,0.0,1.0,0.0226492793411
260.0,20,0.0,0.0,0.0,1.0,0.0241172898412
1.0,0,0.0,0.0,0.0,1.0,0.0252763094666
700.0,90,0.0,0.0,0.0,1.0,0.0252763094666
1.0,8,0.0,0.0,1.0,0.0,0.0466666666667
92.01,88,0.0,0.0,0.0,1.0,0.0244435612083
5.0,0,0.0,0.0,0.0,1.0,0.0240760923412
250.0,74,0.0,0.0,0.0,1.0,0.0252763094666
10.0,0,0.0,1.0,0.0,0.0,0.0207939508507
98.0,6,0.0,0.0,0.0,1.0,0.0266931055522
20.0,317,0.0,1.0,0.0,0.0,0.062404870624
0.54,3,0.0,0.0,0.0,1.0,0.0270162892332
20.0,2,0.0,0.0,0.0,1.0,0.0
200.0,7,0.0,0.0,0.0,1.0,0.0205479452055
20.0,16,0.0,0.0,0.0,1.0,0.0688935281837
100.0,133,0.0,0.0,0.0,1.0,0.0246470983643
0.01,7,0.0,0.0,0.0,1.0,0.0172359266287
2.0,0,0.0,0.0,0.0,1.0,0.0241172898412
10.0,660,0.0,0.0,0.0,1.0,0.0266931055522
2.0,0,0.0,0.0,0.0,1.0,0.0244435612083
1.0,0,0.0,1.0,0.0,0.0,0.0240760923412
5.0,14,0.0,0.0,0.0,1.0,0.0293785310734
5460.22,16,0.0,0.0,0.0,1.0,0.0226492793411
1.0,1,0.0,0.0,0.0,1.0,0.0241172898412
24.72,87,0.0,0.0,0.0,1.0,0.0438871473354
0.99,9,0.0,0.0,0.0,1.0,0.0438871473354
0.01,8,0.0,0.0,0.0,1.0,0.0246470983643
10.0,48,0.0,0.0,0.0,1.0,0.0172359266287
81.51,9,0.0,0.0,0.0,1.0,0.083615819209
5.0,0,0.0,0.0,0.0,1.0,0.0252763094666
725.0,68,0.0,0.0,0.0,1.0,0.0293785310734
700.0,57,0.0,1.0,0.0,0.0,0.00961538461538
63.0,84,0.0,0.0,0.0,1.0,0.0270162892332
800.0,1,0.0,0.0,0.0,1.0,0.0240760923412
255.0,216,0.0,1.0,0.0,0.0,0.0240760923412
100.0,5,0.0,0.0,0.0,1.0,0.0246470983643
17.0,360,0.0,0.0,0.0,1.0,0.0240760923412
50.0,4,0.0,0.0,1.0,0.0,0.0715048025614
9.75,18,0.0,1.0,0.0,0.0,0.0207939508507
85.0,1,0.0,1.0,0.0,0.0,0.0240760923412
60.0,6,0.0,0.0,0.0,1.0,0.0252763094666
1.0,169,0.0,0.0,0.0,1.0,0.0715048025614
371.2,16,0.0,0.0,0.0,1.0,0.0240760923412
379.75,20,0.0,1.0,0.0,0.0,0.0240760923412
15.0,31,0.0,1.0,0.0,0.0,0.0240760923412
108.94,5,0.0,0.0,0.0,1.0,0.0178389398573
30.0,7,0.0,0.0,0.0,1.0,0.0241172898412
160.0,11,0.0,0.0,0.0,1.0,0.0466666666667
1.0,115,0.0,0.0,0.0,1.0,0.0246470983643
1.0,0,0.0,0.0,0.0,1.0,0.0244435612083
1.0,9,0.0,0.0,0.0,1.0,0.0252763094666
165.0,8,0.0,0.0,0.0,1.0,0.0466666666667
5.35,7,0.0,0.0,0.0,1.0,0.0293785310734
0.29,24,0.0,0.0,0.0,1.0,0.0270162892332
420.0,14,0.0,0.0,0.0,1.0,0.0246470983643
1163.69,41,0.0,0.0,0.0,1.0,0.0206896551724
14.0,173,0.0,0.0,0.0,1.0,0.0226492793411
1.0,0,0.0,0.0,0.0,1.0,0.0246470983643
0.75,12,0.0,0.0,0.0,1.0,0.0466666666667
32079.0,38,0.0,0.0,0.0,1.0,0.0240760923412
550.0,7,0.0,0.0,1.0,0.0,0.0252763094666
1.08,5,0.0,0.0,0.0,1.0,0.0252442996743
80.0,301,0.0,0.0,0.0,1.0,0.0241172898412
0.01,51,0.0,0.0,0.0,1.0,0.0316455696203
5.0,42,0.0,0.0,0.0,1.0,0.0241172898412
1.0,2,0.0,0.0,0.0,1.0,0.0293785310734
275.0,2,0.0,0.0,0.0,1.0,0.0688935281837
10.0,10,0.0,0.0,1.0,0.0,0.0240760923412
5.0,7,0.0,0.0,1.0,0.0,0.0
2.0,0,0.0,0.0,0.0,1.0,0.0226492793411
1.0,0,0.0,0.0,0.0,1.0,0.0240760923412
2.0,6,0.0,0.0,0.0,1.0,0.0240760923412
280.0,139,0.0,0.0,0.0,1.0,0.0355555555556
1.0,0,0.0,0.0,1.0,0.0,0.0246470983643
1.0,9,0.0,0.0,0.0,1.0,0.0246470983643
0.01,0,0.0,0.0,0.0,1.0,0.0
8.5,2,0.0,0.0,0.0,1.0,0.0199203187251
1.0,1,0.0,0.0,0.0,1.0,0.0246470983643
250.0,2,0.0,0.0,0.0,1.0,0.0293785310734
36.55,2,0.0,0.0,0.0,1.0,0.0246470983643
5.0,9,0.0,0.0,0.0,1.0,0.0246470983643
10.0,7,0.0,0.0,0.0,1.0,0.0688935281837
5.99,2,0.0,0.0,0.0,1.0,0.0266931055522
1.0,38,0.0,0.0,0.0,1.0,0.0357142857143
50.0,24,0.0,0.0,0.0,1.0,0.0266931055522
100.0,8,0.0,1.0,0.0,0.0,0.0466666666667
10.0,0,0.0,1.0,0.0,0.0,0.0240760923412
0.5,36,0.0,0.0,0.0,1.0,0.0293785310734
5.0,176,0.0,0.0,0.0,1.0,0.0
40.0,13,0.0,0.0,0.0,1.0,0.0266931055522
1.0,367,0.0,0.0,0.0,1.0,0.0
75.0,85,0.0,0.0,0.0,1.0,0.0172359266287
156.0,17,0.0,1.0,0.0,0.0,0.0222222222222
150.0,15,0.0,0.0,0.0,1.0,0.0178389398573
12.0,221,0.0,0.0,0.0,1.0,0.0270162892332
50.0,2,0.0,1.0,0.0,0.0,0.083615819209
27.0,0,0.0,0.0,0.0,1.0,0.0246470983643
168.52,110,0.0,1.0,0.0,0.0,0.0130952380952
17.5,8,0.0,0.0,0.0,1.0,0.0
1.0,0,0.0,0.0,0.0,1.0,0.0241172898412
1.0,35,0.0,0.0,0.0,1.0,0.0252763094666
80.0,31,0.0,0.0,0.0,1.0,0.0293785310734
53.3,10,0.0,0.0,0.0,1.0,0.0246470983643
10.0,23,0.0,0.0,0.0,1.0,0.0172359266287
1.0,0,0.0,0.0,0.0,1.0,0.0172359266287
0.02,70,0.0,0.0,0.0,1.0,0.0472972972973
5500.0,27,0.0,0.0,0.0,1.0,0.0246470983643
1.0,7,0.0,0.0,0.0,1.0,0.0293785310734
36.32,25,0.0,0.0,0.0,1.0,0.0226492793411
83.35,9,0.0,0.0,0.0,1.0,0.0688935281837
35.0,60,0.0,0.0,0.0,1.0,0.0266931055522
1.0,13,0.0,0.0,0.0,1.0,0.0270162892332
875.0,7,0.0,0.0,0.0,1.0,0.0172359266287
5.0,0,0.0,0.0,0.0,1.0,0.0466666666667
15.0,19,0.0,0.0,0.0,1.0,0.0270162892332
179.0,24,0.0,0.0,0.0,1.0,0.0252763094666
16.0,28,0.0,0.0,0.0,1.0,0.0210030004286
1959.0,123,0.0,0.0,0.0,1.0,0.0246470983643
10.0,8,0.0,0.0,0.0,1.0,0.0246470983643
80.0,22,0.0,0.0,0.0,1.0,0.0252763094666
465.0,0,0.0,0.0,0.0,1.0,0.0438871473354
207.85,30,0.0,0.0,0.0,1.0,0.0266931055522
1.0,8,0.0,1.0,0.0,0.0,0.0
8550.5,229,0.0,0.0,0.0,1.0,0.0293785310734
520.0,1,0.0,0.0,0.0,1.0,0.0252763094666
1714.41,77,0.0,1.0,0.0,0.0,0.0223367697595
15.0,9,0.0,0.0,0.0,1.0,0.0293785310734
25.0,6,0.0,0.0,0.0,1.0,0.0184563758389
25.0,1,0.0,0.0,0.0,1.0,0.0172359266287
0.01,1,0.0,1.0,0.0,0.0,0.0240760923412
1.0,1,0.0,0.0,0.0,1.0,0.0222222222222
1.0,10,1.0,0.0,0.0,0.0,0.0246470983643
1.0,51,0.0,0.0,0.0,1.0,0.0715048025614
5.0,0,0.0,0.0,0.0,1.0,0.0246470983643
10.0,10,0.0,0.0,0.0,1.0,0.0438871473354
929.72,0,0.0,0.0,0.0,1.0,0.0222222222222
22.0,12,0.0,0.0,0.0,1.0,0.0
50.6,28,0.0,0.0,0.0,1.0,0.0270162892332
300.0,587,0.0,1.0,0.0,0.0,0.0466666666667
0.1,83,0.0,0.0,0.0,1.0,0.0
1.0,0,0.0,0.0,0.0,1.0,0.0386473429952
1.0,0,0.0,0.0,0.0,1.0,0.0240760923412
54.5,28,0.0,0.0,0.0,1.0,0.0241172898412
1.25,7,0.0,0.0,0.0,1.0,0.0252763094666
20.0,5,0.0,0.0,0.0,1.0,0.0184563758389
1.0,8,0.0,0.0,0.0,1.0,0.0246470983643
5.0,72,0.0,0.0,0.0,1.0,0.0246470983643
2.0,0,0.0,1.0,0.0,0.0,0.0240760923412
5.0,2,0.0,0.0,0.0,1.0,0.0240760923412
105.0,29,0.0,1.0,0.0,0.0,0.0226492793411
250.0,342,0.0,0.0,0.0,1.0,0.0466666666667
194.0,110,0.0,0.0,0.0,1.0,0.0241172898412
1.0,12,0.0,0.0,0.0,1.0,0.0
44.9,0,0.0,0.0,0.0,1.0,0.0172413793103
175.0,90,0.0,0.0,0.0,1.0,0.0241172898412
0.01,3,0.0,0.0,0.0,1.0,0.0241172898412
34.0,1,0.0,0.0,0.0,1.0,0.0438871473354
0.05,27,0.0,0.0,0.0,1.0,0.0244435612083
12.43,10,0.0,0.0,0.0,1.0,0.0438871473354
5.0,20,0.0,1.0,0.0,0.0,0.0240760923412
100.0,0,0.0,0.0,1.0,0.0,0.083615819209
479.67,69,0.0,0.0,0.0,1.0,0.0222222222222
44.0,125,0.0,0.0,0.0,1.0,0.0246470983643
60.0,24,0.0,0.0,0.0,1.0,0.0715048025614
500.0,30,0.0,0.0,0.0,1.0,0.0244435612083
25.0,5,0.0,1.0,0.0,0.0,0.0466666666667
5.0,6,0.0,0.0,0.0,1.0,0.0246470983643
218.86,73,0.0,0.0,0.0,1.0,0.0246470983643
3.0,5,0.0,0.0,0.0,1.0,0.0466666666667
0.01,95,0.0,1.0,0.0,0.0,0.0130952380952
0.01,61,0.0,0.0,0.0,1.0,0.0266931055522
5.0,135,0.0,0.0,0.0,1.0,0.0386473429952
1.0,1,0.0,0.0,0.0,1.0,0.0196850393701
276.03,12,0.0,0.0,0.0,1.0,0.0241172898412
1.0,0,0.0,0.0,0.0,1.0,0.0469011725293
1.0,11,0.0,0.0,0.0,1.0,0.0293785310734
1.06,69,0.0,0.0,0.0,1.0,0.0320641282565
20.0,71,0.0,1.0,0.0,0.0,0.0252763094666
375.0,3,0.0,0.0,0.0,1.0,0.0244435612083
50.83,5,0.0,0.0,0.0,1.0,0.0226492793411
1.1,0,0.0,0.0,0.0,1.0,0.0
281.46,34,0.0,0.0,0.0,1.0,0.0226492793411
150.0,19,0.0,0.0,0.0,1.0,0.0244435612083
1.0,35,0.0,0.0,0.0,1.0,0.0293785310734
20.0,0,0.0,0.0,0.0,1.0,0.0240760923412
1.0,0,0.0,0.0,0.0,1.0,0.0466666666667
43.0,42,0.0,0.0,0.0,1.0,0.0266931055522
400.0,177,0.0,0.0,0.0,1.0,0.0252763094666
0.01,207,0.0,0.0,1.0,0.0,0.0246470983643
5.0,0,1.0,0.0,0.0,0.0,0.0244435612083
1.0,8,0.0,0.0,0.0,1.0,0.0199203187251
20.0,126,0.0,0.0,0.0,1.0,0.0469011725293
47.06,12,0.0,0.0,0.0,1.0,0.0293785310734
100.0,32,0.0,0.0,0.0,1.0,0.0241172898412
0.01,8,0.0,0.0,0.0,1.0,0.0241172898412
5.0,0,0.0,0.0,0.0,1.0,0.0246470983643
72.32,662,0.0,0.0,0.0,1.0,0.0252763094666
9.99,0,0.0,1.0,0.0,0.0,0.0244435612083
31.99,100,0.0,0.0,0.0,1.0,0.0246470983643
515.0,6,1.0,0.0,0.0,0.0,0.5
54.88,77,0.0,0.0,0.0,1.0,0.0293785310734
4.0,29,0.0,0.0,1.0,0.0,0.0466666666667
665.0,34,0.0,0.0,0.0,1.0,0.0270162892332
2500.0,1,0.0,0.0,0.0,1.0,0.0240760923412
40.0,4,0.0,0.0,0.0,1.0,0.0270162892332
1356.8,10,0.0,0.0,0.0,1.0,0.0210030004286
5.0,13,0.0,0.0,0.0,1.0,0.0246470983643
20.0,12,0.0,0.0,0.0,1.0,0.0252763094666
1.0,32,0.0,0.0,0.0,1.0,0.0266931055522
1.0,80,0.0,0.0,0.0,1.0,0.0
480.4,169,0.0,0.0,1.0,0.0,0.0270162892332
4288.78,41,0.0,0.0,0.0,1.0,0.0172359266287
0.01,18,0.0,0.0,0.0,1.0,0.0172413793103
315.0,234,0.0,1.0,0.0,0.0,0.0688935281837
11.0,105,0.0,0.0,0.0,1.0,0.0241172898412
640.0,10,0.0,0.0,0.0,1.0,0.0172359266287
1.0,9,0.0,0.0,0.0,1.0,0.0293785310734
0.75,0,0.0,0.0,0.0,1.0,0.0466666666667
1.0,0,1.0,0.0,0.0,0.0,0.0266931055522
5.45,8,0.0,0.0,0.0,1.0,0.0466666666667
5.0,23,0.0,0.0,0.0,1.0,0.0205479452055
1.0,5,0.0,0.0,0.0,1.0,0.0246470983643
0.05,0,0.0,0.0,0.0,1.0,0.0252763094666
10.0,162,0.0,0.0,0.0,1.0,0.0241172898412
85.0,167,0.0,0.0,0.0,1.0,0.0252763094666
1299.0,37,0.0,0.0,0.0,1.0,0.0241172898412
613.5,7,0.0,0.0,0.0,1.0,0.0252763094666
262.48,134,0.0,0.0,0.0,1.0,0.0172359266287
1.0,0,0.0,0.0,0.0,1.0,0.0246470983643
5.0,19,0.0,0.0,0.0,1.0,0.0
5.0,15,0.0,0.0,0.0,1.0,0.0266931055522
1.0,21,0.0,0.0,1.0,0.0,0.0241172898412
40.0,58,0.0,0.0,0.0,1.0,0.0270162892332
62.25,5,0.0,0.0,0.0,1.0,0.0246470983643
374.23,187,0.0,0.0,0.0,1.0,0.0244435612083
2569.28,151,0.0,0.0,0.0,1.0,0.0266931055522
995.0,478,0.0,0.0,0.0,1.0,0.0246470983643
1.0,6,0.0,0.0,1.0,0.0,0.0077519379845
2200.0,5,0.0,0.0,0.0,1.0,0.0226492793411
1.0,22,0.0,0.0,0.0,1.0,0.0172359266287
1.99,22,1.0,0.0,0.0,0.0,0.0
20.0,73,0.0,0.0,0.0,1.0,0.0715048025614
0.01,84,0.0,0.0,0.0,1.0,0.0132492113565
694.45,12,0.0,0.0,1.0,0.0,0.0151515151515
35.0,7,0.0,0.0,0.0,1.0,0.0
9.54,17,0.0,0.0,0.0,1.0,0.0246470983643
11.0,7,0.0,0.0,0.0,1.0,0.0270162892332
4.5,0,0.0,1.0,0.0,0.0,0.0240760923412
1.0,4,0.0,0.0,1.0,0.0,0.0266931055522
1.0,6,0.0,0.0,0.0,1.0,0.0178389398573
21.6,0,0.0,0.0,0.0,1.0,0.0466666666667
108.88,126,0.0,0.0,0.0,1.0,0.0266931055522
5500.0,2,0.0,0.0,0.0,1.0,0.0252763094666
1.0,15,0.0,0.0,0.0,1.0,0.0252763094666
750.0,34,0.0,0.0,0.0,1.0,0.0246470983643
10.0,11,0.0,0.0,0.0,1.0,0.0
20.0,6,0.0,0.0,0.0,1.0,0.0833333333333
1458.0,127,0.0,0.0,0.0,1.0,0.0246470983643
1026.0,18,0.0,0.0,0.0,1.0,0.0252763094666
47.93,23,0.0,0.0,0.0,1.0,0.0469011725293
473.0,8,0.0,0.0,0.0,1.0,0.0270162892332
16.0,22,0.0,0.0,0.0,1.0,0.0
25.0,73,0.0,1.0,0.0,0.0,0.0466666666667
1.0,3,0.0,0.0,0.0,1.0,0.0252763094666
0.01,29,0.0,0.0,0.0,1.0,0.0270162892332
202.5,5,0.0,0.0,0.0,1.0,0.0246470983643
750.0,5,0.0,0.0,0.0,1.0,0.0246470983643
0.01,6,0.0,0.0,0.0,1.0,0.0246470983643
1.0,91,0.0,0.0,0.0,1.0,0.0266931055522
750.0,6,0.0,0.0,0.0,1.0,0.0241172898412
0.01,48,0.0,0.0,0.0,1.0,0.0252442996743
3.0,108,1.0,0.0,0.0,0.0,0.0466666666667
90.0,9,0.0,1.0,0.0,0.0,0.0252763094666
1.0,73,0.0,0.0,0.0,1.0,0.0270162892332
34.0,90,0.0,0.0,0.0,1.0,0.0240760923412
56.0,232,0.0,1.0,0.0,0.0,0.0223367697595
5.0,1,0.0,0.0,0.0,1.0,0.0241172898412
4500.0,162,0.0,0.0,0.0,1.0,0.0
25.0,145,0.0,0.0,0.0,1.0,0.0132492113565
0.01,15,0.0,0.0,1.0,0.0,0.0244435612083
1.0,9,0.0,1.0,0.0,0.0,0.0223367697595
35.0,6,0.0,0.0,0.0,1.0,0.0246470983643
50.0,0,0.0,0.0,0.0,1.0,0.0466666666667
162.9,7,0.0,0.0,0.0,1.0,0.0172359266287
500.0,187,0.0,1.0,0.0,0.0,0.0184563758389
80.25,9,0.0,0.0,0.0,1.0,0.0172359266287
117.25,6,0.0,0.0,0.0,1.0,0.0252442996743
48.0,9,0.0,1.0,0.0,0.0,0.0688935281837
1.0,1,0.0,0.0,0.0,1.0,0.0241172898412
1.0,0,0.0,0.0,0.0,1.0,0.0240760923412
20.0,11,0.0,0.0,1.0,0.0,0.0
430.0,65,0.0,0.0,0.0,1.0,0.0252763094666
20.0,14,0.0,0.0,0.0,1.0,0.0246470983643
247.89,127,0.0,0.0,0.0,1.0,0.0241172898412
13859.15,242,0.0,0.0,0.0,1.0,0.0241172898412
125.0,297,0.0,0.0,0.0,1.0,0.0293785310734
50.0,6,0.0,0.0,0.0,1.0,0.0252763094666
1.0,5,0.0,0.0,0.0,1.0,0.0246470983643
0.01,150,0.0,0.0,0.0,1.0,0.0222222222222
298.75,18,0.0,0.0,0.0,1.0,0.0172359266287
5.0,14,0.0,1.0,0.0,0.0,0.0246470983643
0.01,85,0.0,0.0,0.0,1.0,0.0246470983643
1.0,658,0.0,0.0,0.0,1.0,0.0266931055522
5.8,0,0.0,0.0,0.0,1.0,0.0246470983643
10.0,0,0.0,0.0,0.0,1.0,0.0246470983643
10.99,7,0.0,0.0,0.0,1.0,0.0244435612083
2.0,50,0.0,0.0,0.0,1.0,0.0241172898412
4.0,41,0.0,0.0,0.0,1.0,0.0
1250.0,2,0.0,0.0,0.0,1.0,0.111111111111
2.0,2,0.0,1.0,0.0,0.0,0.0240760923412
1.0,0,0.0,1.0,0.0,0.0,0.0240760923412
619.0,99,1.0,0.0,0.0,0.0,0.0241172898412
10.0,1,0.0,0.0,0.0,1.0,0.0241172898412
2.0,2,0.0,0.0,0.0,1.0,0.0172359266287
0.01,8,0.0,0.0,0.0,1.0,0.0252763094666
1.0,10,0.0,0.0,0.0,1.0,0.0
10.0,6,0.0,0.0,0.0,1.0,0.0
50.0,14,0.0,0.0,0.0,1.0,0.0172359266287
280.0,15,0.0,0.0,0.0,1.0,0.0246470983643
10.0,0,0.0,0.0,1.0,0.0,0.0466666666667
1.0,0,0.0,0.0,0.0,1.0,0.0240760923412
5.0,16,0.0,0.0,0.0,1.0,0.0246470983643
1.0,75,0.0,0.0,0.0,1.0,0.0244435612083
210.0,75,0.0,0.0,0.0,1.0,0.0246470983643
6.56,5,0.0,0.0,0.0,1.0,0.0252763094666
