first_transaction_amount,time_to_first_txn,loc_hmg_coeff_0.25,loc_hmg_coeff_0.5,loc_hmg_coeff_0.75,loc_hmg_coeff_1.0,org_fraud_prevalence
0.99,0,0.0,1.0,0.0,0.0,0.0466666666667
0.01,361,0.0,0.0,0.0,1.0,0.0178389398573
705.8,9,1.0,0.0,0.0,0.0,0.0132492113565
41.67,224,0.0,0.0,0.0,1.0,0.0
8.88,7,0.0,1.0,0.0,0.0,0.10119047619
5.0,0,1.0,0.0,0.0,0.0,0.0240760923412
97.88,1,0.0,0.0,0.0,1.0,0.0
25.0,0,0.0,0.0,0.0,1.0,0.0266931055522
125.0,6,0.0,0.0,0.0,1.0,0.0184563758389
1.0,23,0.0,0.0,0.0,1.0,0.0293785310734
1.0,1,0.0,0.0,1.0,0.0,0.0178389398573
1400.93,169,1.0,0.0,0.0,0.0,0.0244435612083
0.01,87,0.0,0.0,0.0,1.0,0.0266931055522
2430.0,1,0.0,0.0,0.0,1.0,0.0240760923412
1.0,35,0.0,0.0,0.0,1.0,0.0
200.0,141,0.0,0.0,0.0,1.0,0.0246470983643
150.0,19,0.0,0.0,0.0,1.0,0.0244435612083
1.0,19,0.0,1.0,0.0,0.0,0.0226492793411
1.0,0,0.0,0.0,0.0,1.0,0.00709219858156
10.0,170,0.0,0.0,0.0,1.0,0.0222222222222
60.0,3,0.0,0.0,0.0,1.0,0.0246470983643
1.0,12,0.0,0.0,0.0,1.0,0.0293785310734
1550.0,8,0.0,0.0,1.0,0.0,0.0
1000.0,451,0.0,0.0,0.0,1.0,0.0178389398573
1.0,-55,0.0,0.0,0.0,1.0,0.0246470983643
1.0,109,0.0,1.0,0.0,0.0,0.09375
20.0,10,0.0,0.0,0.0,1.0,0.0246470983643
0.75,7,0.0,0.0,0.0,1.0,0.0241172898412
5.0,7,1.0,0.0,0.0,0.0,0.0293785310734
1.0,10,0.0,1.0,0.0,0.0,0.083615819209
10000.0,76,0.0,0.0,0.0,1.0,0.0246470983643
875.0,30,0.0,0.0,0.0,1.0,0.0172359266287
150.0,8,0.0,0.0,1.0,0.0,0.0384615384615
1.0,6,0.0,0.0,0.0,1.0,0.0603773584906
0.5,308,0.0,0.0,0.0,1.0,0.0266931055522
37.45,79,0.0,0.0,0.0,1.0,0.0246470983643
1.0,25,0.0,0.0,1.0,0.0,0.0270162892332
10.0,11,0.0,0.0,0.0,1.0,0.0172359266287
1.0,8,0.0,0.0,0.0,1.0,0.0625
1.0,149,0.0,0.0,0.0,1.0,0.0178389398573
1.0,312,0.0,0.0,0.0,1.0,0.0240760923412
2.15,4,0.0,0.0,1.0,0.0,0.0252763094666
525.0,78,0.0,0.0,0.0,1.0,0.0
5.0,52,0.0,0.0,0.0,1.0,0.0244435612083
1.0,8,0.0,0.0,0.0,1.0,0.0244435612083
52.0,4,0.0,0.0,0.0,1.0,0.0320641282565
0.01,59,0.0,1.0,0.0,0.0,0.0240760923412
1.0,476,0.0,0.0,0.0,1.0,0.0240760923412
25.0,30,0.0,0.0,0.0,1.0,0.0222222222222
165.0,141,0.0,0.0,1.0,0.0,0.0715048025614
0.01,7,0.0,1.0,0.0,0.0,0.0466666666667
0.5,8,0.0,0.0,0.0,1.0,0.0241172898412
413.0,30,0.0,0.0,1.0,0.0,0.0438871473354
1.0,0,0.0,1.0,0.0,0.0,0.0240760923412
10.0,4,0.0,0.0,0.0,1.0,0.062404870624
4308.7,82,0.0,0.0,0.0,1.0,0.0252763094666
82.0,243,0.0,0.0,1.0,0.0,0.0246470983643
5.0,72,0.0,0.0,0.0,1.0,0.0246470983643
3240.42,25,0.0,0.0,0.0,1.0,0.0246470983643
50.16,3,0.0,0.0,0.0,1.0,0.0205479452055
1.0,0,0.0,0.0,1.0,0.0,0.0241172898412
5.3,0,0.0,0.0,0.0,1.0,0.0314960629921
150.0,139,0.0,0.0,0.0,1.0,0.0172359266287
447.0,14,0.0,0.0,0.0,1.0,0.0252763094666
2548.0,137,0.0,0.0,0.0,1.0,0.0246470983643
134.0,34,0.0,0.0,0.0,1.0,0.0240760923412
218.79,17,0.0,0.0,0.0,1.0,0.0241172898412
11000.0,37,0.0,0.0,0.0,1.0,0.0246470983643
0.01,15,0.0,0.0,0.0,1.0,0.0466666666667
250.0,207,0.0,0.0,0.0,1.0,0.0293785310734
1.0,38,0.0,0.0,1.0,0.0,0.0226492793411
0.26,4,0.0,0.0,0.0,1.0,0.0241172898412
0.01,0,0.0,0.0,0.0,1.0,0.0252763094666
2.0,175,0.0,0.0,1.0,0.0,0.0246470983643
0.5,2,0.0,1.0,0.0,0.0,0.0240760923412
30.0,5,0.0,0.0,0.0,1.0,0.0222222222222
466.7,23,0.0,0.0,0.0,1.0,0.0266931055522
12.0,2,0.0,0.0,0.0,1.0,0.0246470983643
115.0,143,0.0,0.0,0.0,1.0,0.0469011725293
1.0,0,0.0,0.0,0.0,1.0,0.0226492793411
750.0,10,0.0,0.0,0.0,1.0,0.0
1250.0,118,0.0,0.0,0.0,1.0,0.0241172898412
1.0,9,0.0,0.0,0.0,1.0,0.0172359266287
1.0,36,0.0,0.0,0.0,1.0,0.0293785310734
1.0,0,0.0,0.0,0.0,1.0,0.0241172898412
1.0,489,0.0,0.0,0.0,1.0,0.0246470983643
25.0,15,0.0,0.0,0.0,1.0,0.0266931055522
0.11,0,0.0,1.0,0.0,0.0,0.0246470983643
25.0,15,0.0,0.0,0.0,1.0,0.0240760923412
10.0,0,0.0,1.0,0.0,0.0,0.0240760923412
227.56,37,0.0,0.0,0.0,1.0,0.0466666666667
20.0,20,0.0,0.0,0.0,1.0,0.0226492793411
356.44,122,0.0,0.0,0.0,1.0,0.0240760923412
20.0,6,0.0,0.0,0.0,1.0,0.0244435612083
35.0,3,0.0,0.0,0.0,1.0,0.0266931055522
84.0,9,0.0,0.0,0.0,1.0,0.0293785310734
5.0,21,0.0,0.0,0.0,1.0,0.0438871473354
96.08,63,0.0,0.0,0.0,1.0,0.0252763094666
500.0,7,0.0,0.0,0.0,1.0,0.0833333333333
650.0,12,0.0,0.0,0.0,1.0,0.0246470983643
1.0,0,0.0,0.0,0.0,1.0,0.0246470983643
1.0,274,0.0,0.0,0.0,1.0,0.0252763094666
1.0,11,1.0,0.0,0.0,0.0,0.0466666666667
100.0,133,0.0,0.0,0.0,1.0,0.0252442996743
187.2,3,0.0,1.0,0.0,0.0,0.0688935281837
1.0,412,0.0,0.0,0.0,1.0,0.0246470983643
10.0,5,0.0,1.0,0.0,0.0,0.0688935281837
380.0,63,0.0,0.0,0.0,1.0,0.0603773584906
1.0,6,0.0,0.0,0.0,1.0,0.0244435612083
0.1,6,0.0,0.0,0.0,1.0,0.0246470983643
1.0,4,0.0,0.0,0.0,1.0,0.0246470983643
26.5,31,0.0,0.0,0.0,1.0,0.0241172898412
15.0,13,0.0,0.0,0.0,1.0,0.0246470983643
75.0,83,0.0,0.0,0.0,1.0,0.0266931055522
165.0,392,0.0,0.0,0.0,1.0,0.0252763094666
0.1,11,0.0,0.0,0.0,1.0,0.0246470983643
1.0,6,0.0,0.0,0.0,1.0,0.0240760923412
69.0,361,0.0,0.0,0.0,1.0,0.0266931055522
474.0,259,0.0,0.0,0.0,1.0,0.0715048025614
124.49,5,0.0,0.0,0.0,1.0,0.046875
120.0,91,0.0,0.0,0.0,1.0,0.0210030004286
20.0,37,0.0,0.0,0.0,1.0,0.142857142857
0.01,10,0.0,0.0,0.0,1.0,0.0466666666667
150.0,116,0.0,0.0,0.0,1.0,0.0241172898412
55.0,13,0.0,0.0,0.0,1.0,0.0252763094666
5.0,21,0.0,0.0,0.0,1.0,0.09375
860.82,1,0.0,0.0,0.0,1.0,0.0469011725293
10.0,23,0.0,0.0,0.0,1.0,0.0241172898412
50.0,10,0.0,1.0,0.0,0.0,0.0266931055522
1.2,1,0.0,0.0,0.0,1.0,0.0266931055522
2.74,9,1.0,0.0,0.0,0.0,1.0
1.0,97,0.0,0.0,0.0,1.0,0.0293785310734
225.0,9,0.0,0.0,0.0,1.0,0.0241172898412
1.0,11,0.0,0.0,0.0,1.0,0.0240760923412
1.0,1,0.0,0.0,0.0,1.0,0.0246470983643
3.0,13,0.0,0.0,0.0,1.0,0.0266931055522
0.01,8,0.0,0.0,1.0,0.0,0.0252763094666
10.0,7,0.0,0.0,0.0,1.0,0.0241172898412
715.5,238,0.0,0.0,0.0,1.0,0.0241172898412
1.0,10,0.0,0.0,0.0,1.0,0.0246470983643
235.4,1,1.0,0.0,0.0,0.0,0.0222222222222
20.0,0,0.0,0.0,0.0,1.0,0.0252763094666
218.0,0,0.0,0.0,0.0,1.0,0.0241172898412
405.0,2,0.0,0.0,0.0,1.0,0.083615819209
0.7,0,0.0,0.0,0.0,1.0,0.083615819209
80.0,282,0.0,0.0,0.0,1.0,0.0241172898412
1.0,326,0.0,0.0,0.0,1.0,0.0438871473354
3.0,0,0.0,0.0,0.0,1.0,0.0320641282565
395.8,95,0.0,0.0,0.0,1.0,0.0
2233.4,80,0.0,0.0,0.0,1.0,0.0266931055522
1.0,111,1.0,0.0,0.0,0.0,0.0252763094666
1.0,593,0.0,0.0,0.0,1.0,0.0252442996743
3.33,58,0.0,0.0,0.0,1.0,0.0244435612083
10.0,6,0.0,1.0,0.0,0.0,0.0466666666667
1.0,25,0.0,1.0,0.0,0.0,0.0
75.0,0,0.0,1.0,0.0,0.0,0.0240760923412
1.0,8,0.0,0.0,0.0,1.0,0.0266931055522
48.75,107,0.0,0.0,0.0,1.0,0.0293785310734
1.0,15,0.0,0.0,0.0,1.0,0.0222222222222
1.0,20,0.0,0.0,0.0,1.0,0.0293785310734
5.0,7,0.0,1.0,0.0,0.0,0.0466666666667
105.0,15,0.0,0.0,0.0,1.0,0.0293785310734
0.01,322,0.0,0.0,0.0,1.0,0.0210030004286
8.0,5,0.0,0.0,0.0,1.0,0.0293785310734
5747.26,8,0.0,0.0,0.0,1.0,0.0241172898412
60.0,50,0.0,0.0,0.0,1.0,0.0
65.0,21,0.0,0.0,0.0,1.0,0.0244435612083
2500.0,31,0.0,0.0,0.0,1.0,0.0244435612083
1.0,13,0.0,0.0,0.0,1.0,0.0244435612083
262.3,7,0.0,1.0,0.0,0.0,0.00961538461538
200.0,2,0.0,0.0,0.0,1.0,0.0244435612083
36.04,22,0.0,0.0,0.0,1.0,0.0246470983643
6.0,30,0.0,0.0,0.0,1.0,0.0241172898412
1400.0,0,0.0,0.0,0.0,1.0,0.0252763094666
7.53,11,0.0,0.0,0.0,1.0,0.0
3.0,0,0.0,0.0,0.0,1.0,0.0466666666667
0.19,37,1.0,0.0,0.0,0.0,0.0252442996743
1.0,5,0.0,0.0,0.0,1.0,0.0246470983643
29.0,31,0.0,0.0,0.0,1.0,0.0222222222222
5.0,24,0.0,0.0,0.0,1.0,0.0252763094666
20.0,68,0.0,1.0,0.0,0.0,0.0240760923412
196.88,27,0.0,0.0,0.0,1.0,0.0438871473354
18.81,11,0.0,1.0,0.0,0.0,0.0240760923412
73.83,101,0.0,0.0,0.0,1.0,0.0252763094666
1.0,0,0.0,0.0,0.0,1.0,0.0438871473354
0.01,5,0.0,0.0,0.0,1.0,0.0270162892332
105.0,25,0.0,0.0,0.0,1.0,0.0240760923412
1.0,392,0.0,0.0,0.0,1.0,0.0132492113565
25.0,5,0.0,0.0,0.0,1.0,0.0172359266287
37.0,8,0.0,0.0,0.0,1.0,0.0466666666667
12.0,32,0.0,0.0,0.0,1.0,0.0244435612083
1.0,14,0.0,0.0,0.0,1.0,0.0
1.0,0,0.0,0.0,1.0,0.0,0.0252763094666
1.0,58,0.0,1.0,0.0,0.0,0.0172359266287
95.0,6,0.0,0.0,0.0,1.0,0.0210030004286
1.0,113,0.0,0.0,0.0,1.0,0.00363636363636
1.0,25,0.0,0.0,0.0,1.0,0.0210030004286
300.0,7,0.0,0.0,0.0,1.0,0.0178389398573
57.51,2,0.0,0.0,0.0,1.0,0.0179372197309
325.0,1,0.0,0.0,0.0,1.0,0.0240760923412
1.0,0,0.0,0.0,0.0,1.0,0.0241172898412
112.0,0,0.0,0.0,0.0,1.0,0.0172359266287
1.5,4,0.0,0.0,0.0,1.0,0.0241172898412
10.0,9,0.0,0.0,0.0,1.0,0.0603773584906
18.19,2,0.0,0.0,0.0,1.0,0.0252763094666
1.0,12,0.0,0.0,0.0,1.0,0.0246470983643
1980.0,96,0.0,0.0,0.0,1.0,0.0
6.0,8,0.0,1.0,0.0,0.0,0.0466666666667
100.0,154,0.0,0.0,0.0,1.0,0.0252763094666
365.0,68,0.0,0.0,0.0,1.0,0.0434782608696
1.0,8,0.0,0.0,0.0,1.0,0.00363636363636
5.0,3,0.0,0.0,0.0,1.0,0.0241172898412
30.0,22,0.0,0.0,0.0,1.0,0.0240760923412
14.35,14,0.0,0.0,0.0,1.0,0.0
310.0,13,0.0,0.0,0.0,1.0,0.0
400.0,10,0.0,0.0,0.0,1.0,0.0199203187251
1.0,0,0.0,0.0,0.0,1.0,0.0240760923412
10.0,7,0.0,0.0,0.0,1.0,0.0246470983643
150.0,118,0.0,0.0,0.0,1.0,0.0252763094666
5.0,20,0.0,0.0,0.0,1.0,0.0246470983643
4.45,0,0.0,0.0,0.0,1.0,0.0246470983643
1.0,38,0.0,0.0,0.0,1.0,0.0246470983643
1.0,87,0.0,0.0,0.0,1.0,0.0293785310734
1.5,0,0.0,0.0,0.0,1.0,0.0241172898412
5.0,68,0.0,0.0,1.0,0.0,0.0246470983643
7.0,16,0.0,0.0,0.0,1.0,0.0241172898412
31.68,1,0.0,0.0,0.0,1.0,0.0
100.0,220,0.0,0.0,0.0,1.0,0.0241172898412
77.27,7,0.0,0.0,0.0,1.0,0.0246470983643
40.0,0,0.0,0.0,0.0,1.0,0.0384615384615
150.0,40,0.0,1.0,0.0,0.0,0.0241172898412
5.0,16,0.0,0.0,0.0,1.0,0.0244435612083
1.0,0,0.0,0.0,0.0,1.0,0.0205479452055
1300.0,1,0.0,0.0,0.0,1.0,0.0252763094666
25.0,3,0.0,0.0,0.0,1.0,0.0241172898412
1.01,12,0.0,0.0,0.0,1.0,0.0246470983643
1030.0,543,0.0,0.0,0.0,1.0,0.0178389398573
3.0,12,0.0,0.0,0.0,1.0,0.0240760923412
50.0,25,0.0,0.0,0.0,1.0,0.0244435612083
220.0,26,0.0,0.0,0.0,1.0,0.0293785310734
403.41,7,0.0,0.0,0.0,1.0,0.0469011725293
77.5,13,0.0,0.0,0.0,1.0,0.0
5.0,0,0.0,0.0,1.0,0.0,0.0
355.0,20,0.0,0.0,0.0,1.0,0.0316455696203
0.01,0,0.0,0.0,1.0,0.0,0.0241172898412
1.0,0,0.0,0.0,0.0,1.0,0.0240760923412
15.0,69,0.0,1.0,0.0,0.0,0.0240760923412
1.0,0,0.0,1.0,0.0,0.0,0.0252763094666
1.0,5,0.0,0.0,0.0,1.0,0.0241172898412
10.0,12,0.0,0.0,0.0,1.0,0.0
615.0,113,0.0,0.0,0.0,1.0,0.0266931055522
6.5,11,0.0,1.0,0.0,0.0,0.0688935281837
300.0,46,0.0,0.0,0.0,1.0,0.0293785310734
8.66,7,0.0,0.0,0.0,1.0,0.0077519379845
110.0,7,0.0,0.0,0.0,1.0,0.0241172898412
720.0,21,0.0,0.0,1.0,0.0,0.0246470983643
416.0,29,0.0,0.0,0.0,1.0,0.0184563758389
5.5,9,0.0,0.0,0.0,1.0,0.0252763094666
10.0,46,0.0,0.0,0.0,1.0,0.0252763094666
21.3,1,1.0,0.0,0.0,0.0,0.0466666666667
0.01,4,0.0,0.0,0.0,1.0,0.0266931055522
25000.0,22,0.0,0.0,0.0,1.0,0.0210030004286
3.25,14,0.0,0.0,0.0,1.0,0.0252763094666
1.07,10,0.0,0.0,0.0,1.0,0.0
48.71,3,0.0,0.0,0.0,1.0,0.0241172898412
5.0,9,0.0,0.0,0.0,1.0,0.0
0.01,9,0.0,0.0,0.0,1.0,0.0252763094666
1.0,11,0.0,0.0,0.0,1.0,0.0172359266287
174.0,19,0.0,0.0,0.0,1.0,0.0241172898412
1.0,109,0.0,0.0,0.0,1.0,0.0241172898412
1850.0,8,0.0,0.0,0.0,1.0,0.0252763094666
55.0,495,1.0,0.0,0.0,0.0,0.0246470983643
0.01,20,0.0,0.0,1.0,0.0,0.0270162892332
1.0,14,0.0,0.0,0.0,1.0,0.0469011725293
170.0,90,0.0,0.0,0.0,1.0,0.0246470983643
350.0,0,0.0,0.0,0.0,1.0,0.0246470983643
782.14,143,0.0,0.0,0.0,1.0,0.0199203187251
25.0,5,0.0,1.0,0.0,0.0,0.083615819209
11.5,16,0.0,0.0,1.0,0.0,0.0270162892332
0.01,5,0.0,0.0,0.0,1.0,0.0246470983643
1.0,10,0.0,0.0,0.0,1.0,0.0244435612083
2500.0,40,0.0,0.0,0.0,1.0,0.0241172898412
5.0,24,0.0,1.0,0.0,0.0,0.09375
7.82,47,0.0,0.0,0.0,1.0,0.0252763094666
399.99,1,0.0,0.0,0.0,1.0,0.0246470983643
350.0,0,0.0,0.0,0.0,1.0,0.09375
75.0,83,0.0,0.0,0.0,1.0,0.0244435612083
57.6,10,0.0,0.0,0.0,1.0,0.0466666666667
228.0,33,0.0,0.0,0.0,1.0,0.0196850393701
5.0,0,0.0,0.0,0.0,1.0,0.0246470983643
5.0,3,0.0,1.0,0.0,0.0,0.0240760923412
0.1,348,0.0,1.0,0.0,0.0,0.0240760923412
2.75,309,0.0,0.0,0.0,1.0,0.0
887.25,5,0.0,0.0,0.0,1.0,0.0466666666667
535.0,11,0.0,0.0,0.0,1.0,0.0
353.19,82,0.0,0.0,1.0,0.0,0.0246470983643
50.0,47,0.0,0.0,0.0,1.0,0.0
2012.5,1,0.0,0.0,0.0,1.0,0.0222222222222
60.0,2,0.0,0.0,0.0,1.0,0.0199203187251
650.0,655,0.0,0.0,0.0,1.0,0.0266931055522
275.0,53,0.0,0.0,0.0,1.0,0.0178389398573
4.25,4,0.0,1.0,0.0,0.0,0.0223367697595
25.0,286,0.0,0.0,0.0,1.0,0.0241172898412
15.0,13,0.0,0.0,0.0,1.0,0.0246470983643
2.0,80,0.0,0.0,0.0,1.0,0.0244435612083
150.0,312,0.0,0.0,0.0,1.0,0.0241172898412
0.05,4,0.0,0.0,1.0,0.0,0.0266931055522
229.98,167,0.0,0.0,0.0,1.0,0.0246470983643
350.0,0,0.0,0.0,1.0,0.0,0.0240760923412
50.0,33,0.0,0.0,0.0,1.0,0.0266931055522
30.0,85,0.0,0.0,0.0,1.0,0.0344827586207
311.0,368,0.0,1.0,0.0,0.0,0.0688935281837
62.5,9,0.0,0.0,0.0,1.0,0.0246470983643
36.0,27,0.0,0.0,0.0,1.0,0.0252763094666
9880.8,0,0.0,1.0,0.0,0.0,0.0293785310734
18.74,25,0.0,0.0,0.0,1.0,0.0240760923412
50.0,10,0.0,0.0,0.0,1.0,0.0252763094666
120.18,14,0.0,0.0,0.0,1.0,0.0241172898412
346.7,30,0.0,1.0,0.0,0.0,0.0240760923412
5.0,4,0.0,0.0,1.0,0.0,0.0293785310734
1.0,1,0.0,0.0,1.0,0.0,0.0266931055522
37.98,9,0.0,0.0,0.0,1.0,0.0226492793411
1.0,9,0.0,0.0,0.0,1.0,0.0246470983643
1.0,7,0.0,1.0,0.0,0.0,0.0240760923412
1.0,7,0.0,0.0,0.0,1.0,0.0252763094666
400.0,9,0.0,0.0,0.0,1.0,0.0226492793411
1.0,47,0.0,0.0,0.0,1.0,0.0
139.79,109,0.0,0.0,0.0,1.0,0.0252442996743
62.0,51,0.0,0.0,1.0,0.0,0.0241172898412
1.0,11,0.0,0.0,0.0,1.0,0.0246470983643
60.97,6,0.0,0.0,0.0,1.0,0.0246470983643
1.0,0,0.0,0.0,1.0,0.0,0.0241172898412
0.54,32,0.0,0.0,0.0,1.0,0.0252763094666
405.0,10,0.0,0.0,0.0,1.0,0.0252763094666
1.0,1,0.0,0.0,0.0,1.0,0.0246470983643
10.0,6,0.0,0.0,0.0,1.0,0.0293785310734
87.4,17,0.0,0.0,0.0,1.0,0.0241172898412
156.0,0,0.0,0.0,0.0,1.0,0.0270162892332
10.0,8,0.0,0.0,0.0,1.0,0.0210030004286
4.0,35,0.0,0.0,0.0,1.0,0.0293785310734
1000.0,15,0.0,0.0,0.0,1.0,0.0246470983643
19.0,15,0.0,0.0,0.0,1.0,0.0
1.0,12,0.0,0.0,0.0,1.0,0.0246470983643
685.0,69,0.0,1.0,0.0,0.0,0.0688935281837
377.78,270,0.0,0.0,0.0,1.0,0.0244435612083
3.52,9,0.0,0.0,0.0,1.0,0.0241172898412
0.01,51,0.0,0.0,0.0,1.0,0.0244435612083
50.0,11,0.0,0.0,0.0,1.0,0.0210030004286
0.01,3,0.0,0.0,0.0,1.0,0.0
38.48,21,0.0,0.0,0.0,1.0,0.0172359266287
145.0,26,0.0,0.0,0.0,1.0,0.0252763094666
470.0,0,0.0,0.0,0.0,1.0,0.0172359266287
1.0,3,0.0,1.0,0.0,0.0,0.0
5.0,10,0.0,0.0,0.0,1.0,0.0246470983643
50.0,5,0.0,0.0,0.0,1.0,0.0715048025614
1.0,22,0.0,0.0,0.0,1.0,0.0172359266287
4000.0,107,0.0,0.0,1.0,0.0,0.0241172898412
5.0,9,0.0,0.0,0.0,1.0,0.0246470983643
17.0,1,0.0,0.0,0.0,1.0,0.0466666666667
1.0,7,0.0,0.0,1.0,0.0,0.0246470983643
254.0,1,0.0,0.0,0.0,1.0,0.0246470983643
1.0,12,0.0,0.0,0.0,1.0,0.0240760923412
2530.0,0,0.0,0.0,1.0,0.0,0.0252442996743
21.65,2,0.0,0.0,0.0,1.0,0.0252763094666
1.08,21,0.0,0.0,0.0,1.0,0.0241172898412
44.0,0,0.0,0.0,0.0,1.0,0.0246470983643
1.0,70,0.0,0.0,0.0,1.0,0.0270162892332
2037.0,0,0.0,0.0,0.0,1.0,0.0328947368421
65.0,22,0.0,0.0,0.0,1.0,0.0210030004286
1.0,163,0.0,0.0,0.0,1.0,0.0293785310734
2.0,53,0.0,0.0,0.0,1.0,0.0246470983643
720.0,1,0.0,0.0,0.0,1.0,0.0172359266287
201.46,0,0.0,0.0,0.0,1.0,0.0246470983643
570.0,0,0.0,0.0,0.0,1.0,0.0246470983643
0.06,0,0.0,0.0,0.0,1.0,0.0246470983643
1.0,57,0.0,0.0,0.0,1.0,0.0252763094666
0.01,314,0.0,0.0,0.0,1.0,0.062404870624
110.0,45,0.0,1.0,0.0,0.0,0.0240760923412
400.0,3,0.0,0.0,0.0,1.0,0.0240760923412
5.5,4,0.0,0.0,0.0,1.0,0.0270162892332
5.0,0,0.0,0.0,0.0,1.0,0.0246470983643
5.0,0,0.0,0.0,0.0,1.0,0.0293785310734
47.8,16,0.0,0.0,0.0,1.0,0.0266931055522
1.0,6,0.0,0.0,0.0,1.0,0.0240760923412
260.0,17,0.0,0.0,0.0,1.0,0.0246470983643
54.5,15,0.0,0.0,0.0,1.0,0.0172359266287
5.0,46,0.0,0.0,0.0,1.0,0.0246470983643
14.0,22,0.0,1.0,0.0,0.0,0.00961538461538
171.35,6,0.0,0.0,0.0,1.0,0.062404870624
350.0,22,1.0,0.0,0.0,0.0,0.0130952380952
7.0,45,1.0,0.0,0.0,0.0,0.0
450.0,0,1.0,0.0,0.0,0.0,0.2
15.75,25,0.0,0.0,0.0,1.0,0.0112781954887
5.0,0,0.0,1.0,0.0,0.0,0.0240760923412
40.0,2,0.0,0.0,0.0,1.0,0.0178389398573
1.0,0,0.0,0.0,0.0,1.0,0.0
5.0,39,0.0,0.0,0.0,1.0,0.0246470983643
1.0,1,1.0,0.0,0.0,0.0,0.0240760923412
1.0,75,0.0,0.0,0.0,1.0,0.0252763094666
130.0,30,0.0,0.0,0.0,1.0,0.0246470983643
260.0,11,0.0,0.0,0.0,1.0,0.0
3600.15,67,0.0,0.0,0.0,1.0,0.0240760923412
62.5,4,0.0,0.0,0.0,1.0,0.0252442996743
220.0,70,0.0,0.0,0.0,1.0,0.0
35.0,0,0.0,0.0,0.0,1.0,0.0132492113565
9800.0,0,0.0,1.0,0.0,0.0,0.083615819209
50.0,105,0.0,0.0,0.0,1.0,0.0244435612083
1.06,12,1.0,0.0,0.0,0.0,0.0240760923412
40.33,26,0.0,0.0,0.0,1.0,0.0
1.0,14,0.0,0.0,0.0,1.0,0.0246470983643
1.0,121,0.0,0.0,0.0,1.0,0.0293785310734
5.0,1,0.0,0.0,0.0,1.0,0.0172359266287
1.0,17,0.0,0.0,0.0,1.0,0.0266931055522
2.0,0,0.0,0.0,0.0,1.0,0.0241172898412
2479.0,28,0.0,0.0,0.0,1.0,0.0252763094666
35.0,381,0.0,0.0,0.0,1.0,0.0246470983643
0.01,0,0.0,0.0,0.0,1.0,0.0172359266287
36.0,41,0.0,0.0,0.0,1.0,0.0199203187251
1.0,7,0.0,1.0,0.0,0.0,0.0252763094666
60.0,261,0.0,1.0,0.0,0.0,0.0172359266287
1.0,142,0.0,0.0,0.0,1.0,0.0266931055522
1.0,8,0.0,0.0,0.0,1.0,0.0361445783133
966.0,9,0.0,0.0,0.0,1.0,0.0252763094666
25.0,16,0.0,0.0,0.0,1.0,0.0178389398573
1000.0,9,0.0,0.0,0.0,1.0,0.0246470983643
200.0,150,0.0,0.0,0.0,1.0,0.0438871473354
155.1,15,0.0,0.0,0.0,1.0,0.0246470983643
1.0,0,0.0,0.0,0.0,1.0,0.0246470983643
1.0,185,0.0,0.0,1.0,0.0,0.0293785310734
1.0,7,0.0,0.0,0.0,1.0,0.0252763094666
1.0,91,0.0,0.0,0.0,1.0,0.0241172898412
210.0,382,0.0,1.0,0.0,0.0,0.0
40.0,22,0.0,0.0,0.0,1.0,0.0246470983643
254.07,85,0.0,0.0,0.0,1.0,0.0252763094666
2.5,49,0.0,0.0,0.0,1.0,0.0240760923412
2000.0,326,0.0,0.0,0.0,1.0,0.0222222222222
1.0,174,0.0,0.0,0.0,1.0,0.0246470983643
790.84,171,0.0,0.0,0.0,1.0,0.00709219858156
1.0,11,0.0,0.0,0.0,1.0,0.0438871473354
31.96,15,1.0,0.0,0.0,0.0,0.0240760923412
50.0,122,0.0,1.0,0.0,0.0,0.083615819209
795.39,364,0.0,0.0,0.0,1.0,0.0246470983643
5.0,0,0.0,0.0,0.0,1.0,0.0244435612083
2160.0,256,0.0,0.0,0.0,1.0,0.0438871473354
10.0,0,0.0,1.0,0.0,0.0,0.0240760923412
88.81,42,0.0,0.0,0.0,1.0,0.0466666666667
5.0,0,0.0,0.0,0.0,1.0,0.0266931055522
50.0,32,0.0,0.0,0.0,1.0,0.0252763094666
115.0,324,0.0,0.0,0.0,1.0,0.0246470983643
80.0,216,0.0,1.0,0.0,0.0,0.0130952380952
50.8,34,0.0,0.0,0.0,1.0,0.0241172898412
2250.0,0,0.0,0.0,0.0,1.0,0.0246470983643
813.7,0,0.0,0.0,0.0,1.0,0.0132492113565
1.0,7,0.0,0.0,0.0,1.0,0.0226492793411
152.0,198,0.0,0.0,0.0,1.0,0.0266931055522
180.0,57,0.0,0.0,0.0,1.0,0.0355555555556
20.0,9,0.0,0.0,0.0,1.0,0.0466666666667
115.0,259,0.0,0.0,0.0,1.0,0.0246470983643
35.0,3,0.0,0.0,0.0,1.0,0.0246470983643
970.0,4,0.0,1.0,0.0,0.0,0.0252763094666
1.0,8,0.0,0.0,0.0,1.0,0.0246470983643
70.0,65,0.0,0.0,1.0,0.0,0.0293785310734
1175.0,11,0.0,0.0,0.0,1.0,0.0293785310734
1.0,85,0.0,0.0,0.0,1.0,0.0241172898412
2400.0,99,0.0,0.0,1.0,0.0,0.0241172898412
6612.42,14,0.0,0.0,0.0,1.0,0.0246470983643
1.0,14,0.0,0.0,0.0,1.0,0.0240760923412
5.0,9,0.0,1.0,0.0,0.0,0.0240760923412
